type,month,crop,variety,county,town
水果,12,香蕉,北蕉及新北蕉,南投縣,國姓鄉
水果,12,香蕉,北蕉及新北蕉,南投縣,中寮鄉
水果,12,香蕉,北蕉及新北蕉,南投縣,水里鄉
水果,12,香蕉,北蕉及新北蕉,高雄市,美濃區
水果,12,香蕉,北蕉及新北蕉,高雄市,旗山區
水果,12,香蕉,北蕉及新北蕉,屏東縣,高樹鄉
水果,12,香蕉,北蕉及新北蕉,屏東縣,新埤鄉
水果,12,香蕉,北蕉及新北蕉,屏東縣,里港鄉
水果,12,木瓜,台農2號,南投縣,草屯鎮
水果,12,木瓜,台農2號,雲林縣,林內鄉
水果,12,木瓜,台農2號,嘉義縣,中埔鄉
水果,12,木瓜,台農2號,台南市,大內區
水果,12,木瓜,台農2號,台南市,玉井區
水果,12,木瓜,台農2號,台南市,楠西區
水果,12,木瓜,台農2號,台南市,南化區
水果,12,木瓜,台農2號,高雄市,美濃區
水果,12,木瓜,台農2號,屏東縣,新埤鄉
水果,12,木瓜,台農2號,屏東縣,高樹鄉
水果,12,木瓜,台農2號,屏東縣,長治鄉
水果,12,木瓜,台農2號,屏東縣,萬巒鄉
水果,12,印度棗,蜜棗、台農1號、翠蜜、天蜜、高雄2號、高雄3號,台南市,玉井區
水果,12,印度棗,蜜棗、台農1號、翠蜜、天蜜、高雄2號、高雄3號,台南市,南化區
水果,12,印度棗,蜜棗、台農1號、翠蜜、天蜜、高雄2號、高雄3號,高雄市,大社區
水果,12,印度棗,蜜棗、台農1號、翠蜜、天蜜、高雄2號、高雄3號,高雄市,阿蓮區
水果,12,印度棗,蜜棗、台農1號、翠蜜、天蜜、高雄2號、高雄3號,高雄市,岡山區
水果,12,印度棗,蜜棗、台農1號、翠蜜、天蜜、高雄2號、高雄3號,屏東縣,燕巢區
水果,12,印度棗,蜜棗、台農1號、翠蜜、天蜜、高雄2號、高雄3號,屏東縣,鹽埔鄉
水果,12,印度棗,蜜棗、台農1號、翠蜜、天蜜、高雄2號、高雄3號,屏東縣,高樹鄉
水果,12,印度棗,蜜棗、台農1號、翠蜜、天蜜、高雄2號、高雄3號,屏東縣,里港鄉
水果,12,海梨柑,,新竹縣,新埔鎮
水果,12,海梨柑,,新竹縣,關西鎮
水果,12,海梨柑,,新竹縣,橫山鄉
水果,12,海梨柑,,新竹縣,芎林鄉
水果,12,海梨柑,,苗栗縣,卓蘭鎮
水果,12,葡萄,巨峰,苗栗縣,卓蘭鎮
水果,12,葡萄,巨峰,台中市,新社區
水果,12,葡萄,巨峰,台中市,東勢區
水果,12,葡萄,巨峰,台中市,石岡區
水果,12,葡萄,巨峰,台中市,豐原區
水果,12,葡萄,巨峰,彰化縣,員林鎮
水果,12,葡萄,巨峰,彰化縣,埔心鄉
水果,12,葡萄,巨峰,彰化縣,溪湖鎮
水果,12,葡萄,巨峰,彰化縣,大村鄉
水果,12,葡萄,巨峰,南投縣,水里鄉
水果,12,葡萄,巨峰,南投縣,信義鄉
水果,12,葡萄,巨峰,南投縣,竹山鎮
水果,12,葡萄,蜜紅,彰化縣,埔心鄉
水果,12,葡萄,蜜紅,彰化縣,大村鄉
水果,12,金柑,長實金柑,彰化縣,二林鎮
水果,12,金柑,長實金柑,宜蘭縣,冬山鄉
水果,12,金柑,長實金柑,宜蘭縣,員山鄉
水果,12,金柑,長實金柑,宜蘭縣,礁溪鄉
