年度,地區別,果品類別,種植株數,收穫株數,種植面積_公頃,收穫面積_公頃,每株平均產量_公斤,每公頃平均產量_公斤,產量_公噸
2013,台南市,枇杷,0,0,0,0,0,0,0
2013,高雄市,枇杷,35,35,0.1,0.1,23,8050,0.805
2013,宜蘭縣,枇杷,2560,2560,6.36,6.36,18.68,7520.75,47.832
2013,桃園縣,枇杷,5640,5640,9.4,9.4,13,7800,73.32
2013,新竹縣,枇杷,432,432,0.99,0.99,14.81,6464.65,6.4
2013,苗栗縣,枇杷,13487,13487,31.5,31.5,17.21,7369.62,232.143
2013,彰化縣,枇杷,0,0,0,0,0,0,0
2013,南投縣,枇杷,48088,47680,151.88,150.58,23.91,7572.26,1140.231
2013,雲林縣,枇杷,138,138,0.3,0.3,15,6900,2.07
2013,嘉義縣,枇杷,240,240,0.5,0.5,5.5,2640,1.32
2013,屏東縣,枇杷,0,0,0,0,0,0,0
2013,台東縣,枇杷,67651,65079,169.88,163.17,12.8,5104.31,832.87
2013,花蓮縣,枇杷,4297,4147,9.85,9.48,18,7875,74.655
2013,澎湖縣,枇杷,0,0,0,0,0,0,0
2013,基隆市,枇杷,0,0,0,0,0,0,0
2013,新竹市,枇杷,0,0,0,0,0,0,0
2013,嘉義市,枇杷,0,0,0,0,0,0,0
2013,金門縣,枇杷,0,0,0,0,0,0,0
2013,連江縣,枇杷,0,0,0,0,0,0,0
2013,新北市,梅,207,207,0.46,0.46,10.83,4871.74,2.241
2013,台北市,梅,0,0,0,0,0,0,0
2013,台中市,梅,44373,43860,147.91,146.2,24.86,7459.02,1090.508
2013,台南市,梅,102090,101940,338.7,338.2,22.69,6838.97,2312.94
2013,高雄市,梅,302594,302594,1117.92,1117.92,21.62,5852.57,6542.702
2013,宜蘭縣,梅,228,228,0.55,0.55,22,9120,5.016
2013,桃園縣,梅,1560,1560,2.6,2.6,20,12000,31.2
2013,新竹縣,梅,438,438,1.75,1.75,20,5005.71,8.76
2013,苗栗縣,梅,9546,9546,28.62,28.62,19.16,6391.26,182.918
2013,彰化縣,梅,0,0,0,0,0,0,0
2013,南投縣,梅,421777,421777,1397.51,1397.51,32.44,9790.69,13682.581
2013,雲林縣,梅,9880,9880,38,38,20,5200,197.6
2013,嘉義縣,梅,18477,18477,49.77,49.77,12.31,4568.96,227.397
2013,屏東縣,梅,3964,3964,9.91,9.91,13.99,5596.37,55.46
2013,台東縣,梅,207026,203311,787.65,765.62,28.3,7513.82,5752.734
2013,花蓮縣,梅,41487,41329,167.15,166.54,14.85,3685.61,613.802
2013,澎湖縣,梅,0,0,0,0,0,0,0
2013,基隆市,梅,0,0,0,0,0,0,0
2013,新竹市,梅,0,0,0,0,0,0,0
2013,嘉義市,梅,0,0,0,0,0,0,0
2013,金門縣,梅,0,0,0,0,0,0,0
2013,連江縣,梅,0,0,0,0,0,0,0
2013,新北市,荔枝,0,0,0,0,0,0,0
2013,台北市,荔枝,0,0,0,0,0,0,0
2013,台中市,荔枝,537765,529545,1984.71,1953.31,30.24,8197.65,16012.547
2013,台南市,荔枝,372497,372077,1230.52,1229.12,28.71,8690.23,10681.332
2013,高雄市,荔枝,1050147,1046955,3711.57,3700.56,27.8,7865.54,29106.899
2013,宜蘭縣,荔枝,642,642,2.52,2.52,21.73,5535.71,13.95
2013,桃園縣,荔枝,0,0,0,0,0,0,0
2013,新竹縣,荔枝,8728,8728,29.24,29.24,29.72,8870.9,259.385
2013,苗栗縣,荔枝,13921,13921,53.05,53.05,27.62,7247.48,384.479
2013,彰化縣,荔枝,324180,324180,998.83,998.83,22.16,7192.89,7184.471
2013,南投縣,荔枝,414774,414522,1461.83,1460.93,35.37,10035.26,14660.813
2013,雲林縣,荔枝,27285,27102,98.54,97.94,42.1,11650.57,1141.057
2013,嘉義縣,荔枝,184432,184384,759.26,759.06,38.72,9405.51,7139.345
2013,屏東縣,荔枝,204901,203354,796.53,790.56,25.4,6534.37,5165.808
2013,台東縣,荔枝,40141,39527,123.43,121.53,22.05,7171.98,871.611
2013,花蓮縣,荔枝,465,137,1.67,0.5,23.18,6352,3.176
2013,澎湖縣,荔枝,0,0,0,0,0,0,0
2013,基隆市,荔枝,0,0,0,0,0,0,0
2013,新竹市,荔枝,22706,22706,79.7,79.7,6.94,1976.34,157.514
2013,嘉義市,荔枝,15659,15659,56.53,56.53,27.99,7754.24,438.347
2013,金門縣,荔枝,0,0,0,0,0,0,0
2013,連江縣,荔枝,0,0,0,0,0,0,0
2013,新北市,橄欖,0,0,0,0,0,0,0
2013,台北市,橄欖,0,0,0,0,0,0,0
2013,台中市,橄欖,5258,5258,16.86,16.86,25.95,8093.18,136.451
2013,台南市,橄欖,1446,1435,4.13,4.1,22.99,8044.88,32.984
2013,高雄市,橄欖,2628,2628,8.03,8.03,37.71,12340.1,99.091
2013,宜蘭縣,橄欖,0,0,0,0,0,0,0
2013,桃園縣,橄欖,640,640,2,2,8,2560,5.12
2013,新竹縣,橄欖,2057,2057,6.44,6.44,23.03,7355.43,47.369
2013,苗栗縣,橄欖,5939,5939,18.82,18.82,24.83,7834.22,147.44
2013,彰化縣,橄欖,6608,6538,18.88,18.68,22.03,7711.24,144.046
2013,南投縣,橄欖,30306,30306,87.29,87.29,26.36,9153.01,798.966
2013,雲林縣,橄欖,429,129,1.37,0.37,25,8716.22,3.225
2013,嘉義縣,橄欖,2020,2020,5.4,5.4,29.58,11066.67,59.76
2013,屏東縣,橄欖,0,0,0,0,0,0,0
2013,台東縣,橄欖,24663,24336,74.38,73.33,21.51,7138.44,523.462
2013,花蓮縣,橄欖,5218,5060,14.95,14.7,29.12,10023.47,147.345
2013,澎湖縣,橄欖,0,0,0,0,0,0,0
2013,基隆市,橄欖,0,0,0,0,0,0,0
2013,新竹市,橄欖,0,0,0,0,0,0,0
2013,嘉義市,橄欖,389,389,2.2,2.2,18,3182.73,7.002
2013,金門縣,橄欖,0,0,0,0,0,0,0
2013,連江縣,橄欖,0,0,0,0,0,0,0
2013,新北市,楊桃,1457,1145,3.51,2.78,21.69,8932.01,24.831
2013,台北市,楊桃,500,500,1.5,1.5,20,6666.67,10
2013,台中市,楊桃,23460,23460,58.65,58.65,41.33,16531.61,969.579
2013,台南市,楊桃,219912,219912,485.45,485.45,31.77,14393.19,6987.174
2013,高雄市,楊桃,5109,5109,12.86,12.86,25.12,9978.23,128.32
2013,宜蘭縣,楊桃,17182,16262,42.88,40.58,31.07,12451.11,505.266
2013,桃園縣,楊桃,0,0,0,0,0,0,0
2013,新竹縣,楊桃,1831,1831,5.24,5.24,26.94,9413.17,49.325
2013,苗栗縣,楊桃,34565,34565,90.91,90.91,44.38,16874.49,1534.06
2013,彰化縣,楊桃,76156,76156,241.95,241.95,18.46,5810.29,1405.8
2013,南投縣,楊桃,11332,11332,28.3,28.3,26.7,10690.21,302.533
2013,雲林縣,楊桃,9918,9918,24.71,24.71,26.51,10642.17,262.968
2013,嘉義縣,楊桃,7359,7359,17.72,17.72,43.03,17869.92,316.655
2013,屏東縣,楊桃,10317,10317,29.23,29.23,36.55,12901.51,377.111
2013,台東縣,楊桃,1938,1938,4.87,4.87,32.39,12889.94,62.774
2013,花蓮縣,楊桃,1932,1913,4.95,4.9,20.91,8162.04,39.994
2013,澎湖縣,楊桃,0,0,0,0,0,0,0
2013,基隆市,楊桃,0,0,0,0,0,0,0
2013,新竹市,楊桃,0,0,0,0,0,0,0
2013,嘉義市,楊桃,0,0,0,0,0,0,0
2013,金門縣,楊桃,0,0,0,0,0,0,0
2013,連江縣,楊桃,0,0,0,0,0,0,0
2013,新北市,梨,4268,3222,10.47,7.65,27.55,11604.97,88.778
2013,台北市,梨,0,0,0,0,0,0,0
2013,台中市,梨,1133031,1133031,3742.59,3742.59,64.11,19408.65,72638.608
2013,台南市,梨,1461,1429,4.23,4.13,24.93,8627.36,35.631
2013,高雄市,梨,8205,8205,26.5,26.5,35.86,11104.57,294.271
2013,宜蘭縣,梨,23689,22420,77.55,72.67,45.7,14100.63,1024.693
2013,桃園縣,梨,3799,2572,11.78,7.69,20.15,6737.97,51.815
2013,新竹縣,梨,59538,59538,199.77,199.77,41.21,12281.92,2453.559
2013,苗栗縣,梨,398191,398191,1434.98,1434.98,71.91,19954.57,28634.414
2013,彰化縣,梨,14357,14177,47.91,47.31,45.58,13658.15,646.167
2013,南投縣,梨,15285,15285,50,50,45,13756.68,687.834
2013,雲林縣,梨,2245,2137,6.63,6.27,44.45,15149.92,94.99
2013,嘉義縣,梨,31986,31986,107.37,107.37,57.96,17267.21,1853.98
2013,屏東縣,梨,1611,1611,4.7,4.7,26.12,8953.62,42.082
2013,台東縣,梨,12678,12289,32.29,31.59,25.91,10078.95,318.394
2013,花蓮縣,梨,8875,8134,27.06,24.8,25.91,8498.35,210.759
2013,澎湖縣,梨,0,0,0,0,0,0,0
2013,基隆市,梨,0,0,0,0,0,0,0
2013,新竹市,梨,764,764,2.22,2.22,38.02,13085.59,29.05
2013,嘉義市,梨,0,0,0,0,0,0,0
2013,金門縣,梨,0,0,0,0,0,0,0
2013,連江縣,梨,0,0,0,0,0,0,0
2013,新北市,蘋果,400,400,1,1,15,6000,6
2013,台北市,蘋果,0,0,0,0,0,0,0
2013,台中市,蘋果,45549,45549,130.14,130.14,18,6300,819.882
2013,台南市,蘋果,0,0,0,0,0,0,0
2013,高雄市,蘋果,0,0,0,0,0,0,0
2013,宜蘭縣,蘋果,0,0,0,0,0,0,0
2013,桃園縣,蘋果,0,0,0,0,0,0,0
2013,新竹縣,蘋果,0,0,0,0,0,0,0
2013,苗栗縣,蘋果,0,0,0,0,0,0,0
2013,彰化縣,蘋果,0,0,0,0,0,0,0
2013,南投縣,蘋果,16530,16530,43.5,43.5,28,10640,462.84
2013,雲林縣,蘋果,0,0,0,0,0,0,0
2013,嘉義縣,蘋果,0,0,0,0,0,0,0
2013,屏東縣,蘋果,0,0,0,0,0,0,0
2013,台東縣,蘋果,135,135,0.4,0.4,22.33,7537.5,3.015
2013,花蓮縣,蘋果,18,0,0.05,0,0,0,0
2013,澎湖縣,蘋果,0,0,0,0,0,0,0
2013,基隆市,蘋果,0,0,0,0,0,0,0
2013,新竹市,蘋果,0,0,0,0,0,0,0
2013,嘉義市,蘋果,0,0,0,0,0,0,0
2013,金門縣,蘋果,0,0,0,0,0,0,0
2013,連江縣,蘋果,0,0,0,0,0,0,0
2013,新北市,棗,0,0,0,0,0,0,0
2013,台北市,棗,0,0,0,0,0,0,0
2013,台中市,棗,2739,2289,6.58,5.58,30.52,12517.92,69.85
2013,台南市,棗,158318,158318,335.46,335.46,39.16,18479.27,6199.055
2013,高雄市,棗,315164,315164,873.9,873.9,49.47,17842.69,15592.724
2013,宜蘭縣,棗,0,0,0,0,0,0,0
2013,桃園縣,棗,0,0,0,0,0,0,0
2013,新竹縣,棗,0,0,0,0,0,0,0
2013,苗栗縣,棗,21025,21025,47.91,47.91,38.57,16927.93,811.017
2013,彰化縣,棗,1226,1226,2.7,2.7,23.65,10740.37,28.999
2013,南投縣,棗,9649,9649,26.46,26.46,42.3,15426.3,408.18
2013,雲林縣,棗,13434,13242,31.99,31.51,34.62,14550.62,458.49
2013,嘉義縣,棗,24431,24431,78.77,78.77,33.06,10253.69,807.683
2013,屏東縣,棗,258381,258333,639.03,638.91,53.32,21559.75,13774.741
2013,台東縣,棗,1423,1410,3.53,3.5,30.44,12263.43,42.922
2013,花蓮縣,棗,94,0,0.25,0,0,0,0
2013,澎湖縣,棗,0,0,0,0,0,0,0
2013,基隆市,棗,0,0,0,0,0,0,0
2013,新竹市,棗,0,0,0,0,0,0,0
2013,嘉義市,棗,400,400,1,1,28.13,11250,11.25
2013,金門縣,棗,0,0,0,0,0,0,0
2013,連江縣,棗,0,0,0,0,0,0,0
2013,新北市,番荔枝,100,100,0.25,0.25,10,4000,1
2013,台北市,番荔枝,0,0,0,0,0,0,0
2013,台中市,番荔枝,27750,27668,45.96,45.81,24.57,14841.34,679.882
2013,台南市,番荔枝,72491,72445,122.48,122.35,28.37,16795.73,2054.957
2013,高雄市,番荔枝,22788,22624,61.5,61.04,26.15,9691.87,591.592
2013,宜蘭縣,番荔枝,4095,3741,7.83,7.23,18.08,9356.02,67.644
2013,桃園縣,番荔枝,0,0,0,0,0,0,0
2013,新竹縣,番荔枝,150,150,0.3,0.3,8,4000,1.2
2013,苗栗縣,番荔枝,3128,3128,4.97,4.97,17.97,11307.44,56.198
2013,彰化縣,番荔枝,46885,46495,80.85,80.25,22.51,13039.46,1046.417
2013,南投縣,番荔枝,26254,26254,53.1,53.1,28.1,13891.88,737.659
2013,雲林縣,番荔枝,4255,4255,8.23,8.23,23.65,12228.92,100.644
2013,嘉義縣,番荔枝,4453,4453,8.94,8.94,17.93,8932.33,79.855
2013,屏東縣,番荔枝,28391,28303,51.63,51.47,19.31,10617.49,546.482
2013,台東縣,番荔枝,2839770,2713721,4851.67,4639.92,16.91,9887.72,45878.237
2013,花蓮縣,番荔枝,39539,39403,70.04,69.8,19.1,10780.59,752.485
2013,澎湖縣,番荔枝,1453,1453,2.89,2.89,6.16,3096.54,8.949
2013,基隆市,番荔枝,0,0,0,0,0,0,0
2013,新竹市,番荔枝,0,0,0,0,0,0,0
2013,嘉義市,番荔枝,480,480,1.2,1.2,18,7200,8.64
2013,金門縣,番荔枝,0,0,0,0,0,0,0
2013,連江縣,番荔枝,0,0,0,0,0,0,0
2013,新北市,百香果,1351,1351,2.54,2.54,21.14,11244.09,28.56
2013,台北市,百香果,400,400,1.6,1.6,15.63,3906.25,6.25
2013,台中市,百香果,21537,21537,24.13,24.13,19.42,17331.5,418.209
2013,台南市,百香果,3400,3400,4,4,18,15300,61.2
2013,高雄市,百香果,4841,4841,5.38,5.38,15.06,13550.19,72.9
2013,宜蘭縣,百香果,1249,1249,2.57,2.57,18.29,8889.49,22.846
2013,桃園縣,百香果,450,430,1.23,1.2,17.51,6275,7.53
2013,新竹縣,百香果,389,389,0.55,0.55,16.61,11747.27,6.461
2013,苗栗縣,百香果,13495,13495,13.83,13.83,14.15,13809.33,190.983
2013,彰化縣,百香果,6236,6236,10.51,10.51,19.1,11332.45,119.104
2013,南投縣,百香果,340144,340144,340.54,340.54,18.95,18932.91,6447.414
2013,雲林縣,百香果,8683,8683,9.7,9.7,15.29,13682.47,132.72
2013,嘉義縣,百香果,3070,3070,3.55,3.55,12.94,11194.37,39.74
2013,屏東縣,百香果,960,960,2.4,2.4,27.5,11000,26.4
2013,台東縣,百香果,9434,8925,11.77,11.07,17.59,14180.58,156.979
2013,花蓮縣,百香果,10535,10395,11.55,11.4,21.27,19396.4,221.119
2013,澎湖縣,百香果,0,0,0,0,0,0,0
2013,基隆市,百香果,24,24,0.08,0.08,14.38,4312.5,0.345
2013,新竹市,百香果,0,0,0,0,0,0,0
2013,嘉義市,百香果,0,0,0,0,0,0,0
2013,金門縣,百香果,0,0,0,0,0,0,0
2013,連江縣,百香果,0,0,0,0,0,0,0
2013,新北市,可可椰子,0,0,0,0,0,0,0
2013,台北市,可可椰子,0,0,0,0,0,0,0
2013,台中市,可可椰子,56,56,0.2,0.2,31,8680,1.736
2013,台南市,可可椰子,63259,63259,197.6,197.6,42.14,13490.14,2665.651
2013,高雄市,可可椰子,100878,99675,577.16,570.96,62.55,10920.25,6235.024
2013,宜蘭縣,可可椰子,75,75,0.5,0.5,45,6750,3.375
2013,桃園縣,可可椰子,0,0,0,0,0,0,0
2013,新竹縣,可可椰子,0,0,0,0,0,0,0
2013,苗栗縣,可可椰子,0,0,0,0,0,0,0
2013,彰化縣,可可椰子,0,0,0,0,0,0,0
2013,南投縣,可可椰子,426,426,1.85,1.85,45.63,10507.57,19.439
2013,雲林縣,可可椰子,543,543,2.16,2.16,58.95,14818.52,32.008
2013,嘉義縣,可可椰子,3538,3538,15.45,15.45,38.97,8924.53,137.884
2013,屏東縣,可可椰子,173527,172971,944.34,941.25,54.26,9971.44,9385.62
2013,台東縣,可可椰子,163697,163232,749.98,747.93,39.61,8645.38,6466.139
2013,花蓮縣,可可椰子,28056,28036,125.29,125.19,28.5,6381.55,798.906
2013,澎湖縣,可可椰子,0,0,0,0,0,0,0
2013,基隆市,可可椰子,0,0,0,0,0,0,0
2013,新竹市,可可椰子,0,0,0,0,0,0,0
2013,嘉義市,可可椰子,232,232,0.86,0.86,49.95,13475.58,11.589
2013,金門縣,可可椰子,0,0,0,0,0,0,0
2013,連江縣,可可椰子,0,0,0,0,0,0,0
2013,新北市,其他水果,38428,37034,36.33,34.3,17.52,18918.6,648.908
2013,台北市,其他水果,11462,11462,51.14,51.14,25.97,5821.67,297.72
2013,台中市,其他水果,138626,136727,148.83,147.31,18.4,17079.36,2515.961
2013,台南市,其他水果,303083,297793,459.15,451.38,27.82,18355.54,8285.325
2013,高雄市,其他水果,114544,113504,127.35,126.15,19.43,17485.62,2205.811
2013,宜蘭縣,其他水果,39891,37640,38.13,36.14,21.92,22832.46,825.165
2013,桃園縣,其他水果,32381,29786,24.13,22.16,12.64,16989.31,376.483
2013,新竹縣,其他水果,45345,45345,41.68,41.68,13.47,14658.42,610.963
2013,苗栗縣,其他水果,60198,60198,66.76,66.76,18.4,16593.74,1107.798
2013,彰化縣,其他水果,348526,319081,246.91,226.63,17.49,24618.81,5579.362
2013,南投縣,其他水果,288363,283903,252.41,246.37,21.3,24547.63,6047.799
2013,雲林縣,其他水果,83801,83006,86.39,84.25,16.04,15800.56,1331.197
2013,嘉義縣,其他水果,262297,261844,455.57,454.67,15.17,8736.47,3972.212
2013,屏東縣,其他水果,185904,173878,222.28,209.29,19.88,16514.07,3456.229
2013,台東縣,其他水果,223569,207868,327.64,311.62,16.91,11279.25,3514.841
2013,花蓮縣,其他水果,85955,83864,147.13,144.01,15.92,9269.44,1334.892
2013,澎湖縣,其他水果,11700,11700,9.33,9.33,15.27,19148.02,178.651
2013,基隆市,其他水果,439,439,1.22,1.22,12.39,4459.02,5.44
2013,新竹市,其他水果,2711,2697,1.97,1.96,9.07,12485.71,24.472
2013,嘉義市,其他水果,23994,23994,39.41,39.41,17.01,10354.96,408.089
2013,金門縣,其他水果,0,0,0,0,0,0,0
2013,連江縣,其他水果,0,0,0,0,0,0,0
2012,新北市,香蕉,80351,69475,61.01,53.58,12.58,16315.43,874.181
2012,台北市,香蕉,8628,8628,9.81,9.81,22.04,19384.71,190.164
2012,台中市,香蕉,760580,745960,628.53,614.35,8.79,10672.28,6556.514
2012,台南市,香蕉,1315155,1303772,950.03,942.42,15.84,21912.96,20651.213
2012,高雄市,香蕉,2672434,2569693,1516.66,1458.79,13.5,23774.08,34681.386
2012,宜蘭縣,香蕉,83329,82689,65.07,64.64,14.34,18347.43,1185.978
2012,桃園縣,香蕉,27311,24327,31.82,28.68,12,10178.77,291.927
2012,新竹縣,香蕉,116472,116472,80.01,80.01,13.51,19666.82,1573.542
2012,苗栗縣,香蕉,115001,115001,90.87,90.87,16.41,20767.45,1887.138
2012,彰化縣,香蕉,145744,143534,97.73,96.23,17.29,25789.16,2481.691
2012,南投縣,香蕉,3973356,3962976,3161.12,3154.22,14.42,18119.29,57152.219
2012,雲林縣,香蕉,685902,675574,377.28,372.31,18.7,33939.17,12635.892
2012,嘉義縣,香蕉,3193963,3173712,2060.33,2047.33,15.8,24489.76,50138.617
2012,屏東縣,香蕉,5338838,5093267,3105.05,2960.3,16.64,28626.27,84742.345
2012,台東縣,香蕉,668146,635788,456.12,433.77,13.78,20194.1,8759.594
2012,花蓮縣,香蕉,755461,727478,490.29,472.94,14.15,21763.03,10292.609
2012,澎湖縣,香蕉,3279,3279,3.1,3.1,15.63,16528.06,51.237
2012,基隆市,香蕉,4522,4522,3.45,3.45,10.15,13309.86,45.919
2012,新竹市,香蕉,8911,8849,5.71,5.67,14.13,22050.62,125.027
2012,嘉義市,香蕉,82140,82140,54.76,54.76,11.53,17300.31,947.365
2012,金門縣,香蕉,0,0,0,0,0,0,0
2012,連江縣,香蕉,0,0,0,0,0,0,0
2012,新北市,鳳梨,4500,3000,0.18,0.12,0.96,23958.33,2.875
2012,台北市,鳳梨,0,0,0,0,0,0,0
2012,台中市,鳳梨,3817815,3817815,110.65,110.65,1.36,46992.32,5199.7
2012,台南市,鳳梨,47738802,40128922,1402.63,1177.77,1.16,39537.91,46566.569
2012,高雄市,鳳梨,47640323,31190726,1320.26,863.61,1.38,49988.82,43170.845
2012,宜蘭縣,鳳梨,1239350,1239350,46.19,46.19,0.84,22424.23,1035.775
2012,桃園縣,鳳梨,8800,2800,0.3,0.1,1.2,33600,3.36
2012,新竹縣,鳳梨,0,0,0,0,0,0,0
2012,苗栗縣,鳳梨,17432,17432,0.54,0.54,1.43,46300,25.002
2012,彰化縣,鳳梨,8514570,8026970,244.82,230.86,1.46,50696.79,11703.86
2012,南投縣,鳳梨,46062526,45832126,1196.03,1188.83,1.48,57220.9,68025.92
2012,雲林縣,鳳梨,21541178,21344210,593.89,588.23,1.14,41543.46,24437.107
2012,嘉義縣,鳳梨,47525875,36150825,1352.59,1028.58,1.45,51069.38,52528.944
2012,屏東縣,鳳梨,101946720,98615920,2548.82,2465.55,1.21,48470.94,119507.528
2012,台東縣,鳳梨,10839481,10244801,308.97,290.77,1.29,45546.36,13243.514
2012,花蓮縣,鳳梨,5822843,5473243,146.56,137.71,0.8,31633.56,4356.258
2012,澎湖縣,鳳梨,0,0,0,0,0,0,0
2012,基隆市,鳳梨,0,0,0,0,0,0,0
2012,新竹市,鳳梨,0,0,0,0,0,0,0
2012,嘉義市,鳳梨,2185126,2185126,62.45,62.45,1.1,38489.02,2403.639
2012,金門縣,鳳梨,0,0,0,0,0,0,0
2012,連江縣,鳳梨,0,0,0,0,0,0,0
2012,新北市,椪柑,1036,1036,2.31,2.31,18.99,8515.15,19.67
2012,台北市,椪柑,466,466,2,2,27,6291,12.582
2012,台中市,椪柑,588904,585284,1472.26,1463.21,52.7,21079.5,30843.732
2012,台南市,椪柑,389457,389457,897.63,897.63,66.92,29033.47,26061.311
2012,高雄市,椪柑,125,125,0.34,0.34,21.54,7920.59,2.693
2012,宜蘭縣,椪柑,2443,2413,5.36,5.3,25.19,11468.68,60.784
2012,桃園縣,椪柑,802,802,1.76,1.76,78.14,35607.95,62.67
2012,新竹縣,椪柑,128730,128730,321.64,321.64,39.55,15828.11,5090.953
2012,苗栗縣,椪柑,320113,320113,810.52,810.52,48.26,19061.26,15449.534
2012,彰化縣,椪柑,3293,3281,7.48,7.45,38.44,16928.59,126.118
2012,南投縣,椪柑,26412,26412,63.78,63.78,31.69,13122.44,836.949
2012,雲林縣,椪柑,157253,157253,445.44,445.44,98.12,34640.46,15430.246
2012,嘉義縣,椪柑,741825,741825,1939.24,1939.24,55.15,21097.64,40913.381
2012,屏東縣,椪柑,0,0,0,0,0,0,0
2012,台東縣,椪柑,15098,15098,35.32,35.32,30.27,12938.31,456.981
2012,花蓮縣,椪柑,17045,15649,44.14,40.65,21,8084.58,328.638
2012,澎湖縣,椪柑,0,0,0,0,0,0,0
2012,基隆市,椪柑,0,0,0,0,0,0,0
2012,新竹市,椪柑,0,0,0,0,0,0,0
2012,嘉義市,椪柑,3085,3085,8.45,8.45,32.34,11805.92,99.76
2012,金門縣,椪柑,0,0,0,0,0,0,0
2012,連江縣,椪柑,0,0,0,0,0,0,0
2012,新北市,柳橙,4980,4830,9.61,9.31,13.98,7251.77,67.514
2012,台北市,柳橙,1440,1440,4,4,20,7200,28.8
2012,台中市,柳橙,9412,9412,19.72,19.72,40.54,19346.86,381.52
2012,台南市,柳橙,1117391,1116543,2054.21,2052.6,50.41,27421.47,56285.304
2012,高雄市,柳橙,6701,6646,17.96,17.84,39.87,14852.86,264.975
2012,宜蘭縣,柳橙,40604,39817,83.29,81.67,32.63,15908.47,1299.245
2012,桃園縣,柳橙,2190,2040,3.9,3.6,27.21,15416.67,55.5
2012,新竹縣,柳橙,28941,28941,64.2,64.2,38.97,17568.12,1127.873
2012,苗栗縣,柳橙,2337,2337,6.35,6.35,44.54,16392.91,104.095
2012,彰化縣,柳橙,17077,17077,34.18,34.18,52.57,26262.87,897.665
2012,南投縣,柳橙,239976,238938,513.82,511.62,28.94,13515.89,6915.001
2012,雲林縣,柳橙,665603,665270,1533.24,1532.58,104.26,45257.19,69360.268
2012,嘉義縣,柳橙,466643,465953,1066.85,1065.35,48.65,21276.31,22666.715
2012,屏東縣,柳橙,2942,2942,7,7,25.47,10702.71,74.919
2012,台東縣,柳橙,16465,16402,35.32,35.14,32.95,15377.8,540.376
2012,花蓮縣,柳橙,29715,26829,66.8,59.7,26.35,11840.39,706.871
2012,澎湖縣,柳橙,32,32,0.1,0.1,20,6400,0.64
2012,基隆市,柳橙,0,0,0,0,0,0,0
2012,新竹市,柳橙,0,0,0,0,0,0,0
2012,嘉義市,柳橙,42389,42389,92.15,92.15,36.99,17014.26,1567.864
2012,金門縣,柳橙,0,0,0,0,0,0,0
2012,連江縣,柳橙,0,0,0,0,0,0,0
2012,新北市,桶柑,74789,73613,135.25,133.12,15.94,8815.29,1173.492
2012,台北市,桶柑,20670,20670,105.7,105.7,19.51,3816.08,403.36
2012,台中市,桶柑,215505,185179,480.51,413.12,47.14,21130.71,8729.517
2012,台南市,桶柑,816,816,1.7,1.7,20,9600,16.32
2012,高雄市,桶柑,0,0,0,0,0,0,0
2012,宜蘭縣,桶柑,83393,83238,183.08,182.71,36.85,16788.91,3067.502
2012,桃園縣,桶柑,12376,10643,26.2,22.73,35.31,16532.34,375.78
2012,新竹縣,桶柑,542719,542512,1218.87,1218.41,43.41,19327.18,23548.432
2012,苗栗縣,桶柑,235429,235429,629.78,629.78,49.95,18674.29,11760.693
2012,彰化縣,桶柑,544,544,1.09,1.09,31.76,15853.21,17.28
2012,南投縣,桶柑,5002,4958,11.66,11.56,26.81,11498.96,132.928
2012,雲林縣,桶柑,90,90,0.2,0.2,20,9000,1.8
2012,嘉義縣,桶柑,80,80,0.2,0.2,30,12000,2.4
2012,屏東縣,桶柑,0,0,0,0,0,0,0
2012,台東縣,桶柑,90409,86557,215.5,206.12,31.84,13369.2,2755.659
2012,花蓮縣,桶柑,48227,46041,116.11,110.61,25.93,10792.83,1193.795
2012,澎湖縣,桶柑,0,0,0,0,0,0,0
2012,基隆市,桶柑,1081,1081,1.71,1.71,14,8850.29,15.134
2012,新竹市,桶柑,231,6,0.51,0.01,32,19200,0.192
2012,嘉義市,桶柑,0,0,0,0,0,0,0
2012,金門縣,桶柑,0,0,0,0,0,0,0
2012,連江縣,桶柑,0,0,0,0,0,0,0
2012,新北市,文旦柚,199859,194547,468.65,458.05,35.43,15046.89,6892.226
2012,台北市,文旦柚,5601,5601,20.7,20.7,25.88,7003.77,144.978
2012,台中市,文旦柚,38954,38849,118.31,117.96,48.56,15992.41,1886.465
2012,台南市,文旦柚,221047,216393,891.26,871.18,93.87,23315.53,20312.02
2012,高雄市,文旦柚,5819,5371,18.98,17.58,30.87,9432.48,165.823
2012,宜蘭縣,文旦柚,91277,82869,267.08,241.23,44.64,15335.55,3699.395
2012,桃園縣,文旦柚,10418,10165,26.51,25.78,27.39,10799.19,278.403
2012,新竹縣,文旦柚,28360,28360,95.09,95.09,40.25,12003.26,1141.39
2012,苗栗縣,文旦柚,166820,166820,559.09,559.09,53.48,15957.6,8921.733
2012,彰化縣,文旦柚,21208,21173,58.89,58.79,38.5,13867.41,815.265
2012,南投縣,文旦柚,34720,34548,109.31,108.76,58.78,18670.96,2030.654
2012,雲林縣,文旦柚,82231,80178,254.57,248.35,79.13,25545.3,6344.176
2012,嘉義縣,文旦柚,60671,60671,175.87,175.87,36.05,12434.83,2186.913
2012,屏東縣,文旦柚,1142,1142,2.6,2.6,20.24,8890,23.114
